Indicator,Countryname,Year,Zone,Area En,Area Sp,Countrycode,Countryname Sp,Date,Indicator Sp,Series,Upi,Circa,count,Country,Number of Records,Rate
"Generalized entropy, GE(2)",Honduras,2016,National,National,Nacional,HND,Honduras,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,9999,1,340,1,0.768486032
"Atkinson, A(0.5)",Honduras,2016,National,National,Nacional,HND,Honduras,05 August 2020,"Atkinson, A(0.5)",1,WB569452,9999,1,340,1,0.214860091
"Atkinson, A(1)",Honduras,2016,National,National,Nacional,HND,Honduras,05 August 2020,"Atkinson, A(1)",1,WB569452,9999,1,340,1,0.392072626
"Atkinson, A(2)",Honduras,2016,National,National,Nacional,HND,Honduras,05 August 2020,"Atkinson, A(2)",1,WB569452,9999,1,340,1,0.656256195
Gini coefficient (no zero income),Honduras,2016,National,National,Nacional,HND,Honduras,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,9999,1,340,1,0.510471842
Gini coefficient,Honduras,2017,National,National,Nacional,HND,Honduras,05 August 2020,Coeficiente Gini,1,WB569452,9999,1,340,1,0.504661159
Rate 90/10,Honduras,2017,National,National,Nacional,HND,Honduras,05 August 2020,Razon 90/10,1,WB569452,9999,1,340,1,12.682689446
Rate 75/25,Honduras,2017,National,National,Nacional,HND,Honduras,05 August 2020,Razon 75/25,1,WB569452,9999,1,340,1,3.599062796
"Generalized entropy, GE(-1)",Honduras,2017,National,National,Nacional,HND,Honduras,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,9999,1,340,1,0.875627282
"Mean log deviation, GE(0)",Honduras,2017,National,National,Nacional,HND,Honduras,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,9999,1,340,1,0.478231372
"Theil index, GE(1)",Honduras,2017,National,National,Nacional,HND,Honduras,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,9999,1,340,1,0.485044163
"Generalized entropy, GE(2)",Honduras,2017,National,National,Nacional,HND,Honduras,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,9999,1,340,1,1.107422352
"Atkinson, A(0.5)",Honduras,2017,National,National,Nacional,HND,Honduras,05 August 2020,"Atkinson, A(0.5)",1,WB569452,9999,1,340,1,0.211455808
"Atkinson, A(1)",Honduras,2017,National,National,Nacional,HND,Honduras,05 August 2020,"Atkinson, A(1)",1,WB569452,9999,1,340,1,0.380121242
"Atkinson, A(2)",Honduras,2017,National,National,Nacional,HND,Honduras,05 August 2020,"Atkinson, A(2)",1,WB569452,9999,1,340,1,0.636529454
Gini coefficient (no zero income),Honduras,2017,National,National,Nacional,HND,Honduras,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,9999,1,340,1,0.503976890
Gini coefficient,Honduras,2018,National,National,Nacional,HND,Honduras,05 August 2020,Coeficiente Gini,1,WB569452,2018,1,340,1,0.520815282
Rate 90/10,Honduras,2018,National,National,Nacional,HND,Honduras,05 August 2020,Razon 90/10,1,WB569452,2018,1,340,1,14.129323878
Rate 75/25,Honduras,2018,National,National,Nacional,HND,Honduras,05 August 2020,Razon 75/25,1,WB569452,2018,1,340,1,3.737884054
"Generalized entropy, GE(-1)",Honduras,2018,National,National,Nacional,HND,Honduras,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,2018,1,340,1,1.031413682
"Mean log deviation, GE(0)",Honduras,2018,National,National,Nacional,HND,Honduras,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,2018,1,340,1,0.511426537
"Theil index, GE(1)",Honduras,2018,National,National,Nacional,HND,Honduras,05 August 2020,"Indice de Theil, GE(1)",1,WB569452,2018,1,340,1,0.513639965
"Generalized entropy, GE(2)",Honduras,2018,National,National,Nacional,HND,Honduras,05 August 2020,"Indice de entropia, GE(2)",1,WB569452,2018,1,340,1,1.066713210
"Atkinson, A(0.5)",Honduras,2018,National,National,Nacional,HND,Honduras,05 August 2020,"Atkinson, A(0.5)",1,WB569452,2018,1,340,1,0.224070892
"Atkinson, A(1)",Honduras,2018,National,National,Nacional,HND,Honduras,05 August 2020,"Atkinson, A(1)",1,WB569452,2018,1,340,1,0.400360440
"Atkinson, A(2)",Honduras,2018,National,National,Nacional,HND,Honduras,05 August 2020,"Atkinson, A(2)",1,WB569452,2018,1,340,1,0.673504288
Gini coefficient (no zero income),Honduras,2018,National,National,Nacional,HND,Honduras,05 August 2020,Coeficiente Gini (ingreso mayor a zero),1,WB569452,2018,1,340,1,0.519410598
Gini coefficient,Mexico,2000,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini,2,WB569452,9999,1,484,1,0.525839657
Rate 90/10,Mexico,2000,National,National,Nacional,MEX,México,05 August 2020,Razon 90/10,2,WB569452,9999,1,484,1,10.484257537
Rate 75/25,Mexico,2000,National,National,Nacional,MEX,México,05 August 2020,Razon 75/25,2,WB569452,9999,1,484,1,3.166066497
"Generalized entropy, GE(-1)",Mexico,2000,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(-1)",2,WB569452,9999,1,484,1,0.790194515
"Mean log deviation, GE(0)",Mexico,2000,National,National,Nacional,MEX,México,05 August 2020,"Mean log deviation, GE(0)",2,WB569452,9999,1,484,1,0.495220742
"Theil index, GE(1)",Mexico,2000,National,National,Nacional,MEX,México,05 August 2020,"Indice de Theil, GE(1)",2,WB569452,9999,1,484,1,0.562638645
"Generalized entropy, GE(2)",Mexico,2000,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(2)",2,WB569452,9999,1,484,1,1.260982733
"Atkinson, A(0.5)",Mexico,2000,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(0.5)",2,WB569452,9999,1,484,1,0.230751857
"Atkinson, A(1)",Mexico,2000,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(1)",2,WB569452,9999,1,484,1,0.390563636
"Atkinson, A(2)",Mexico,2000,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(2)",2,WB569452,9999,1,484,1,0.612461536
Gini coefficient (no zero income),Mexico,2000,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini (ingreso mayor a zero),2,WB569452,9999,1,484,1,0.525713392
Gini coefficient,Mexico,2002,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini,2,WB569452,9999,1,484,1,0.500886545
Rate 90/10,Mexico,2002,National,National,Nacional,MEX,México,05 August 2020,Razon 90/10,2,WB569452,9999,1,484,1,9.398684839
Rate 75/25,Mexico,2002,National,National,Nacional,MEX,México,05 August 2020,Razon 75/25,2,WB569452,9999,1,484,1,2.998273156
"Generalized entropy, GE(-1)",Mexico,2002,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(-1)",2,WB569452,9999,1,484,1,0.669963451
"Mean log deviation, GE(0)",Mexico,2002,National,National,Nacional,MEX,México,05 August 2020,"Mean log deviation, GE(0)",2,WB569452,9999,1,484,1,0.442198674
"Theil index, GE(1)",Mexico,2002,National,National,Nacional,MEX,México,05 August 2020,"Indice de Theil, GE(1)",2,WB569452,9999,1,484,1,0.487448008
"Generalized entropy, GE(2)",Mexico,2002,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(2)",2,WB569452,9999,1,484,1,0.892519504
"Atkinson, A(0.5)",Mexico,2002,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(0.5)",2,WB569452,9999,1,484,1,0.206923312
"Atkinson, A(1)",Mexico,2002,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(1)",2,WB569452,9999,1,484,1,0.357378050
"Atkinson, A(2)",Mexico,2002,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(2)",2,WB569452,9999,1,484,1,0.572636222
Gini coefficient (no zero income),Mexico,2002,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini (ingreso mayor a zero),2,WB569452,9999,1,484,1,0.500830236
Gini coefficient,Mexico,2004,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini,2,WB569452,9999,1,484,1,0.500305719
Rate 90/10,Mexico,2004,National,National,Nacional,MEX,México,05 August 2020,Razon 90/10,2,WB569452,9999,1,484,1,9.087498762
Rate 75/25,Mexico,2004,National,National,Nacional,MEX,México,05 August 2020,Razon 75/25,2,WB569452,9999,1,484,1,2.957126136
"Generalized entropy, GE(-1)",Mexico,2004,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(-1)",2,WB569452,9999,1,484,1,0.665758017
"Mean log deviation, GE(0)",Mexico,2004,National,National,Nacional,MEX,México,05 August 2020,"Mean log deviation, GE(0)",2,WB569452,9999,1,484,1,0.444468732
"Theil index, GE(1)",Mexico,2004,National,National,Nacional,MEX,México,05 August 2020,"Indice de Theil, GE(1)",2,WB569452,9999,1,484,1,0.544969588
"Generalized entropy, GE(2)",Mexico,2004,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(2)",2,WB569452,9999,1,484,1,3.776584259
"Atkinson, A(0.5)",Mexico,2004,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(0.5)",2,WB569452,9999,1,484,1,0.212413804
"Atkinson, A(1)",Mexico,2004,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(1)",2,WB569452,9999,1,484,1,0.358835184
"Atkinson, A(2)",Mexico,2004,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(2)",2,WB569452,9999,1,484,1,0.571094521
Gini coefficient (no zero income),Mexico,2004,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini (ingreso mayor a zero),2,WB569452,9999,1,484,1,0.500113160
Gini coefficient,Mexico,2005,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini,2,WB569452,9999,1,484,1,0.501203587
Rate 90/10,Mexico,2005,National,National,Nacional,MEX,México,05 August 2020,Razon 90/10,2,WB569452,9999,1,484,1,9.251583285
Rate 75/25,Mexico,2005,National,National,Nacional,MEX,México,05 August 2020,Razon 75/25,2,WB569452,9999,1,484,1,3.022880599
"Generalized entropy, GE(-1)",Mexico,2005,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(-1)",2,WB569452,9999,1,484,1,0.719353607
"Mean log deviation, GE(0)",Mexico,2005,National,National,Nacional,MEX,México,05 August 2020,"Mean log deviation, GE(0)",2,WB569452,9999,1,484,1,0.451650072
"Theil index, GE(1)",Mexico,2005,National,National,Nacional,MEX,México,05 August 2020,"Indice de Theil, GE(1)",2,WB569452,9999,1,484,1,0.531129815
"Generalized entropy, GE(2)",Mexico,2005,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(2)",2,WB569452,9999,1,484,1,1.591798799
"Atkinson, A(0.5)",Mexico,2005,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(0.5)",2,WB569452,9999,1,484,1,0.213328016
"Atkinson, A(1)",Mexico,2005,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(1)",2,WB569452,9999,1,484,1,0.363423113
"Atkinson, A(2)",Mexico,2005,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(2)",2,WB569452,9999,1,484,1,0.589946676
Gini coefficient (no zero income),Mexico,2005,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini (ingreso mayor a zero),2,WB569452,9999,1,484,1,0.501048234
Gini coefficient,Mexico,2006,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini,2,WB569452,9999,1,484,1,0.489360528
Rate 90/10,Mexico,2006,National,National,Nacional,MEX,México,05 August 2020,Razon 90/10,2,WB569452,9999,1,484,1,8.327857747
Rate 75/25,Mexico,2006,National,National,Nacional,MEX,México,05 August 2020,Razon 75/25,2,WB569452,9999,1,484,1,2.882894913
"Generalized entropy, GE(-1)",Mexico,2006,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(-1)",2,WB569452,9999,1,484,1,0.597305592
"Mean log deviation, GE(0)",Mexico,2006,National,National,Nacional,MEX,México,05 August 2020,"Mean log deviation, GE(0)",2,WB569452,9999,1,484,1,0.418477994
"Theil index, GE(1)",Mexico,2006,National,National,Nacional,MEX,México,05 August 2020,"Indice de Theil, GE(1)",2,WB569452,9999,1,484,1,0.483737336
"Generalized entropy, GE(2)",Mexico,2006,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(2)",2,WB569452,9999,1,484,1,1.074662067
"Atkinson, A(0.5)",Mexico,2006,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(0.5)",2,WB569452,9999,1,484,1,0.199941391
"Atkinson, A(1)",Mexico,2006,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(1)",2,WB569452,9999,1,484,1,0.341952390
"Atkinson, A(2)",Mexico,2006,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(2)",2,WB569452,9999,1,484,1,0.544338420
Gini coefficient (no zero income),Mexico,2006,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini (ingreso mayor a zero),2,WB569452,9999,1,484,1,0.489200880
Gini coefficient,Mexico,2008,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini,2,WB569452,2008,1,484,1,0.498838477
Rate 90/10,Mexico,2008,National,National,Nacional,MEX,México,05 August 2020,Razon 90/10,2,WB569452,2008,1,484,1,9.155529270
Rate 75/25,Mexico,2008,National,National,Nacional,MEX,México,05 August 2020,Razon 75/25,2,WB569452,2008,1,484,1,3.084102066
"Generalized entropy, GE(-1)",Mexico,2008,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(-1)",2,WB569452,2008,1,484,1,0.704866951
"Mean log deviation, GE(0)",Mexico,2008,National,National,Nacional,MEX,México,05 August 2020,"Mean log deviation, GE(0)",2,WB569452,2008,1,484,1,0.444546262
"Theil index, GE(1)",Mexico,2008,National,National,Nacional,MEX,México,05 August 2020,"Indice de Theil, GE(1)",2,WB569452,2008,1,484,1,0.525912685
"Generalized entropy, GE(2)",Mexico,2008,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(2)",2,WB569452,2008,1,484,1,2.907583628
"Atkinson, A(0.5)",Mexico,2008,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(0.5)",2,WB569452,2008,1,484,1,0.209988825
"Atkinson, A(1)",Mexico,2008,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(1)",2,WB569452,2008,1,484,1,0.358884891
"Atkinson, A(2)",Mexico,2008,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(2)",2,WB569452,2008,1,484,1,0.585016421
Gini coefficient (no zero income),Mexico,2008,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini (ingreso mayor a zero),2,WB569452,2008,1,484,1,0.498529695
Gini coefficient,Mexico,2010,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini,2,WB569452,9999,1,484,1,0.472139094
Rate 90/10,Mexico,2010,National,National,Nacional,MEX,México,05 August 2020,Razon 90/10,2,WB569452,9999,1,484,1,7.918017532
Rate 75/25,Mexico,2010,National,National,Nacional,MEX,México,05 August 2020,Razon 75/25,2,WB569452,9999,1,484,1,2.812974995
"Generalized entropy, GE(-1)",Mexico,2010,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(-1)",2,WB569452,9999,1,484,1,0.585346962
"Mean log deviation, GE(0)",Mexico,2010,National,National,Nacional,MEX,México,05 August 2020,"Mean log deviation, GE(0)",2,WB569452,9999,1,484,1,0.391520280
"Theil index, GE(1)",Mexico,2010,National,National,Nacional,MEX,México,05 August 2020,"Indice de Theil, GE(1)",2,WB569452,9999,1,484,1,0.441306872
"Generalized entropy, GE(2)",Mexico,2010,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(2)",2,WB569452,9999,1,484,1,0.973907413
"Atkinson, A(0.5)",Mexico,2010,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(0.5)",2,WB569452,9999,1,484,1,0.185773198
"Atkinson, A(1)",Mexico,2010,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(1)",2,WB569452,9999,1,484,1,0.323971660
"Atkinson, A(2)",Mexico,2010,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(2)",2,WB569452,9999,1,484,1,0.539317824
Gini coefficient (no zero income),Mexico,2010,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini (ingreso mayor a zero),2,WB569452,9999,1,484,1,0.471623010
Gini coefficient,Mexico,2012,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini,2,WB569452,9999,1,484,1,0.487134661
Rate 90/10,Mexico,2012,National,National,Nacional,MEX,México,05 August 2020,Razon 90/10,2,WB569452,9999,1,484,1,8.338713648
Rate 75/25,Mexico,2012,National,National,Nacional,MEX,México,05 August 2020,Razon 75/25,2,WB569452,9999,1,484,1,2.898261895
"Generalized entropy, GE(-1)",Mexico,2012,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(-1)",2,WB569452,9999,1,484,1,0.604212108
"Mean log deviation, GE(0)",Mexico,2012,National,National,Nacional,MEX,México,05 August 2020,"Mean log deviation, GE(0)",2,WB569452,9999,1,484,1,0.414694503
"Theil index, GE(1)",Mexico,2012,National,National,Nacional,MEX,México,05 August 2020,"Indice de Theil, GE(1)",2,WB569452,9999,1,484,1,0.474987324
"Generalized entropy, GE(2)",Mexico,2012,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(2)",2,WB569452,9999,1,484,1,1.070627255
"Atkinson, A(0.5)",Mexico,2012,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(0.5)",2,WB569452,9999,1,484,1,0.197533139
"Atkinson, A(1)",Mexico,2012,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(1)",2,WB569452,9999,1,484,1,0.339457956
"Atkinson, A(2)",Mexico,2012,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(2)",2,WB569452,9999,1,484,1,0.547188446
Gini coefficient (no zero income),Mexico,2012,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini (ingreso mayor a zero),2,WB569452,9999,1,484,1,0.487000398
Gini coefficient,Mexico,2014,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini,2,WB569452,2013,1,484,1,0.487224391
Rate 90/10,Mexico,2014,National,National,Nacional,MEX,México,05 August 2020,Razon 90/10,2,WB569452,2013,1,484,1,7.701695262
Rate 75/25,Mexico,2014,National,National,Nacional,MEX,México,05 August 2020,Razon 75/25,2,WB569452,2013,1,484,1,2.699155109
"Generalized entropy, GE(-1)",Mexico,2014,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(-1)",2,WB569452,2013,1,484,1,0.555854794
"Mean log deviation, GE(0)",Mexico,2014,National,National,Nacional,MEX,México,05 August 2020,"Mean log deviation, GE(0)",2,WB569452,2013,1,484,1,0.411492277
"Theil index, GE(1)",Mexico,2014,National,National,Nacional,MEX,México,05 August 2020,"Indice de Theil, GE(1)",2,WB569452,2013,1,484,1,0.508729551
"Generalized entropy, GE(2)",Mexico,2014,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(2)",2,WB569452,2013,1,484,1,1.648615419
"Atkinson, A(0.5)",Mexico,2014,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(0.5)",2,WB569452,2013,1,484,1,0.201613089
"Atkinson, A(1)",Mexico,2014,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(1)",2,WB569452,2013,1,484,1,0.337339361
"Atkinson, A(2)",Mexico,2014,National,National,Nacional,MEX,México,05 August 2020,"Atkinson, A(2)",2,WB569452,2013,1,484,1,0.526450036
Gini coefficient (no zero income),Mexico,2014,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini (ingreso mayor a zero),2,WB569452,2013,1,484,1,0.487054910
Gini coefficient,Mexico,2016,National,National,Nacional,MEX,México,05 August 2020,Coeficiente Gini,1,WB569452,9999,1,484,1,0.462797852
Rate 90/10,Mexico,2016,National,National,Nacional,MEX,México,05 August 2020,Razon 90/10,1,WB569452,9999,1,484,1,7.093724367
Rate 75/25,Mexico,2016,National,National,Nacional,MEX,México,05 August 2020,Razon 75/25,1,WB569452,9999,1,484,1,2.701586314
"Generalized entropy, GE(-1)",Mexico,2016,National,National,Nacional,MEX,México,05 August 2020,"Indice de entropia, GE(-1)",1,WB569452,9999,1,484,1,0.487716447
"Mean log deviation, GE(0)",Mexico,2016,National,National,Nacional,MEX,México,05 August 2020,"Mean log deviation, GE(0)",1,WB569452,9999,1,484,1,0.368238300
